Gene	numberofposfactors	txids	interpolyAdist
FBgn0032172	2	FBtr0079890,FBtr0309210,FBtr0309211,FBtr0329986,FBtr0303901_FBtr0309209	1202
FBgn0015664	2	FBtr0310483_FBtr0079889	133
FBgn0011272	2	FBtr0079888,FBtr0100164_FBtr0310482	154
FBgn0043456	2	FBtr0343740_FBtr0079930,FBtr0303902	1028
FBgn0011584	2	FBtr0305986,FBtr0343741_FBtr0079931,FBtr0079932	1052
FBgn0053301	2	FBtr0079935_FBtr0343742	245
FBgn0265002	2	FBtr0335509_FBtr0335510	219
FBgn0032187	2	FBtr0079943_FBtr0079944	897
FBgn0005593	2	FBtr0079946_FBtr0343653	176
FBgn0024320	2	FBtr0079957,FBtr0303905,FBtr0303906,FBtr0343608,FBtr0343610,FBtr0343609_FBtr0303907	80
FBgn0250843	2	FBtr0079948_FBtr0343606	43
FBgn0032196	2	FBtr0079955,FBtr0079956_FBtr0343607	198
FBgn0051717	2	FBtr0079977_FBtr0333409	120
FBgn0032202	2	FBtr0089738,FBtr0089736_FBtr0089735,FBtr0089737	115
FBgn0260749	2	FBtr0333410,FBtr0080077,FBtr0080075,FBtr0303903_FBtr0080076	302
FBgn0032211	2	FBtr0080066_FBtr0345746	124
FBgn0005322	2	FBtr0080065,FBtr0343611_FBtr0343612	419
FBgn0032216	2	FBtr0080061_FBtr0331669	51
FBgn0032223	2	FBtr0079993,FBtr0333097_FBtr0333098	744
FBgn0032229	2	FBtr0080000_FBtr0332189	202
FBgn0027568	2	FBtr0080054_FBtr0332198	50
FBgn0003087	2	FBtr0080001_FBtr0332190	46
FBgn0053303	2	FBtr0080052_FBtr0332197	817
FBgn0032234	2	FBtr0332193_FBtr0080005	1036
FBgn0032236	2	FBtr0080007_FBtr0332194	128
FBgn0000413	3	FBtr0332196_FBtr0080008_FBtr0332195	NA
FBgn0262782	2	FBtr0080050_FBtr0345435	73
FBgn0051716	2	FBtr0080009,FBtr0080010,FBtr0080011,FBtr0080012,FBtr0080013,FBtr0080014,FBtr0304113,FBtr0331637,FBtr0331639_FBtr0304112,FBtr0331638	324
FBgn0067622	2	FBtr0331643_FBtr0091657	942
FBgn0005683	2	FBtr0080046_FBtr0333490	86
FBgn0267330	2	FBtr0080021_FBtr0080023	473
FBgn0004915	2	FBtr0080025_FBtr0333489	194
FBgn0032251	2	FBtr0301167_FBtr0273339	354
FBgn0032261	2	FBtr0080091_FBtr0337004	114
FBgn0021953	2	FBtr0337007,FBtr0080133,FBtr0337006_FBtr0080134	581
FBgn0266458	2	FBtr0344490_FBtr0344491	581
FBgn0010398	2	FBtr0080092_FBtr0331671	285
FBgn0032264	2	FBtr0080093,FBtr0304119_FBtr0331672	218
FBgn0051721	2	FBtr0080096_FBtr0304114	680
FBgn0051872	2	FBtr0080099_FBtr0345637	47
FBgn0043825	2	FBtr0300805_FBtr0339130	79
FBgn0040496	2	FBtr0080105,FBtr0344848_FBtr0336846	200
FBgn0023496	2	FBtr0340248_FBtr0080124	109
FBgn0024740	2	FBtr0080123_FBtr0340247	295
FBgn0032297	2	FBtr0080117_FBtr0080118,FBtr0340246	1040
FBgn0015320	2	FBtr0080116,FBtr0080115,FBtr0345437_FBtr0333492	553
FBgn0051870	2	FBtr0080137,FBtr0080138_FBtr0342583	692
FBgn0032305	2	FBtr0301710_FBtr0080187	128
FBgn0004363	3	FBtr0080182_FBtr0100584,FBtr0332029_FBtr0305260,FBtr0080183	NA
FBgn0032312	2	FBtr0340560_FBtr0305259	624
FBgn0032313	2	FBtr0080177_FBtr0340558	147
FBgn0261871	2	FBtr0340554_FBtr0340553	677
FBgn0053129	2	FBtr0080169_FBtr0080172,FBtr0340552,FBtr0080170,FBtr0080171,FBtr0340551,FBtr0340550	235
FBgn0032321	2	FBtr0080146_FBtr0340549	223
FBgn0010612	2	FBtr0080167,FBtr0110872_FBtr0305994	256
FBgn0041781	3	FBtr0080148_FBtr0305255_FBtr0305256,FBtr0329949,FBtr0329950,FBtr0340223	NA
FBgn0004872	2	FBtr0340227_FBtr0080166	104
FBgn0026147	6	FBtr0304948_FBtr0304953_FBtr0304950_FBtr0304951_FBtr0300400,FBtr0300401,FBtr0300402,FBtr0300403,FBtr0300404_FBtr0304952	NA
FBgn0015756	2	FBtr0080164,FBtr0080163_FBtr0340226	82
FBgn0021761	3	FBtr0089881_FBtr0340224_FBtr0340225	NA
FBgn0032330	2	FBtr0347160,FBtr0343624_FBtr0331197,FBtr0080161	15578
FBgn0032338	2	FBtr0304586_FBtr0343621	293
FBgn0032339	2	FBtr0080196_FBtr0343622	95
FBgn0032340	2	FBtr0080231_FBtr0080232	203
FBgn0262647	2	FBtr0343613_FBtr0080199	343
FBgn0259822	3	FBtr0310279,FBtr0310281,FBtr0343616,FBtr0300536_FBtr0343617,FBtr0300115,FBtr0343615,FBtr0310280_FBtr0306386	NA
FBgn0264442	3	FBtr0332561_FBtr0332557,FBtr0332560,FBtr0332562_FBtr0332558	NA
FBgn0052831	2	FBtr0091681,FBtr0091682,FBtr0091683_FBtr0091680	135
FBgn0032360	2	FBtr0345464,FBtr0080251_FBtr0345463	35
FBgn0000287	2	FBtr0080235,FBtr0080236_FBtr0307093	239
FBgn0263087	2	FBtr0307103_FBtr0308135	1166
FBgn0032363	2	FBtr0080246_FBtr0080247,FBtr0336630,FBtr0336631	375
FBgn0028490	2	FBtr0080242,FBtr0321293_FBtr0345719	283
FBgn0051706	2	FBtr0080241_FBtr0336629	486
FBgn0032369	2	FBtr0080267_FBtr0340571,FBtr0340572	520
FBgn0032371	2	FBtr0080253_FBtr0340565	327
FBgn0032373	2	FBtr0080255_FBtr0335471	232
FBgn0020309	3	FBtr0080261_FBtr0080262,FBtr0080263,FBtr0305262,FBtr0335476_FBtr0080260,FBtr0335473,FBtr0335474,FBtr0335475	NA
FBgn0032378	2	FBtr0080259_FBtr0333425	405
FBgn0264815	3	FBtr0334139,FBtr0334136_FBtr0334138,FBtr0334142,FBtr0344148,FBtr0334135,FBtr0334141_FBtr0334137,FBtr0334140	NA
FBgn0032382	2	FBtr0080276,FBtr0303221_FBtr0303220	310
FBgn0005664	2	FBtr0080281_FBtr0342578	375
FBgn0032385	2	FBtr0080282_FBtr0342579	180
FBgn0032390	2	FBtr0080285_FBtr0342580	145
FBgn0032391	2	FBtr0342581_FBtr0080286	277
FBgn0051864	2	FBtr0080288_FBtr0339524	254
FBgn0032401	2	FBtr0080305_FBtr0342594	146
FBgn0032404	2	FBtr0080296,FBtr0346426_FBtr0113037	835
FBgn0032405	2	FBtr0302029,FBtr0342607_FBtr0305265	66
FBgn0027081	2	FBtr0080331,FBtr0080332,FBtr0080333_FBtr0346436	276
FBgn0051760	2	FBtr0301019,FBtr0331996_FBtr0331997	291
FBgn0000114	5	FBtr0300567_FBtr0080347,FBtr0331648_FBtr0331645,FBtr0331646,FBtr0331998_FBtr0080344,FBtr0080345_FBtr0331644,FBtr0331647	NA
FBgn0043841	2	FBtr0080391,FBtr0334762_FBtr0100125,FBtr0305263,FBtr0080390,FBtr0080389,FBtr0334761	3724
FBgn0032429	2	FBtr0080388,FBtr0333093_FBtr0333094	269
FBgn0265298	2	FBtr0089899,FBtr0089898_FBtr0302910,FBtr0306252	803
FBgn0020443	2	FBtr0080369,FBtr0333090,FBtr0344859_FBtr0333089	677
FBgn0032433	2	FBtr0080384_FBtr0333092	74
FBgn0032434	2	FBtr0080383_FBtr0333091	144
FBgn0259176	4	FBtr0299657_FBtr0300521_FBtr0299656,FBtr0300524,FBtr0300522,FBtr0346622,FBtr0299658_FBtr0299652,FBtr0339528,FBtr0300523	NA
FBgn0032445	2	FBtr0080394_FBtr0340541	47
FBgn0032449	2	FBtr0340545_FBtr0080408	85
FBgn0032450	2	FBtr0080407_FBtr0329925	480
FBgn0032455	2	FBtr0301163_FBtr0089908	1120
FBgn0265262	2	FBtr0336618_FBtr0080429	195
FBgn0032467	2	FBtr0301247_FBtr0080428	112
FBgn0262160	2	FBtr0089956,FBtr0336616_FBtr0310277,FBtr0336617	803
FBgn0032474	2	FBtr0080494,FBtr0080493_FBtr0329989	103
FBgn0032479	2	FBtr0080489_FBtr0305555	1098
FBgn0032494	2	FBtr0080450_FBtr0334754	46
FBgn0051729	2	FBtr0080461,FBtr0344851_FBtr0080462,FBtr0344140	152
FBgn0264308	2	FBtr0331504_FBtr0331503,FBtr0331505	6000
FBgn0032511	2	FBtr0342640_FBtr0080472	184
FBgn0032513	2	FBtr0080468,FBtr0342631_FBtr0346420	239
FBgn0032515	2	FBtr0303269_FBtr0080497,FBtr0080498,FBtr0100220,FBtr0342632,FBtr0342633	1506
FBgn0032518	2	FBtr0080524,FBtr0345449_FBtr0342637	436
FBgn0032521	2	FBtr0345438_FBtr0080500	92
FBgn0026760	2	FBtr0080502_FBtr0346423	432
FBgn0023407	2	FBtr0080514,FBtr0080513_FBtr0332509	2032
FBgn0259984	3	FBtr0342903_FBtr0080509,FBtr0301412_FBtr0080510,FBtr0100660	NA
FBgn0028546	2	FBtr0342905,FBtr0080511_FBtr0342906	72
FBgn0028527	4	FBtr0080527_FBtr0080528,FBtr0331334_FBtr0331333_FBtr0331332	NA
FBgn0051814	2	FBtr0343665_FBtr0080580	1190
FBgn0028932	2	FBtr0080575_FBtr0329825,FBtr0343661	348
FBgn0028539	2	FBtr0300996_FBtr0110941	4161
FBgn0028658	2	FBtr0331627_FBtr0080573	1741
FBgn0028919	2	FBtr0080540_FBtr0331626	634
FBgn0000153	2	FBtr0080542,FBtr0342712_FBtr0309960	109
FBgn0028509	2	FBtr0080547_FBtr0080546,FBtr0080548	456
FBgn0053307	2	FBtr0080565_FBtr0343672	1544
FBgn0028920	2	FBtr0080563_FBtr0343671	462
FBgn0028533	2	FBtr0080550_FBtr0343666	62
FBgn0019890	3	FBtr0080561_FBtr0343669_FBtr0080562	NA
FBgn0012037	2	FBtr0080552,FBtr0080553_FBtr0343667	42
FBgn0032536	2	FBtr0100327_FBtr0343641	445
FBgn0261514	2	FBtr0343642_FBtr0304719,FBtr0304720	442
FBgn0028936	2	FBtr0080586_FBtr0302501,FBtr0343643	194
FBgn0028430	2	FBtr0343645_FBtr0080616	120
FBgn0259896	2	FBtr0310075,FBtr0080615_FBtr0343644	961
FBgn0028939	2	FBtr0080588,FBtr0080589_FBtr0343689	317
FBgn0028872	2	FBtr0343692_FBtr0080606,FBtr0303242	359
FBgn0028875	3	FBtr0080594_FBtr0309867_FBtr0300594	NA
FBgn0028904	2	FBtr0080596_FBtr0331371	670
FBgn0016930	3	FBtr0336949_FBtr0089288_FBtr0100447,FBtr0100448,FBtr0329933,FBtr0089289,FBtr0089290	NA
FBgn0261563	2	FBtr0305063_FBtr0302731,FBtr0302732,FBtr0302733,FBtr0302734,FBtr0302735	1982
FBgn0261534	2	FBtr0080640_FBtr0343680	94
FBgn0015791	2	FBtr0080626,FBtr0343678_FBtr0080627	419
FBgn0015546	3	FBtr0080630_FBtr0344018_FBtr0309281,FBtr0344019	NA
FBgn0005771	2	FBtr0342913_FBtr0080643	186
FBgn0250844	3	FBtr0343703_FBtr0080662,FBtr0344772_FBtr0343704	NA
FBgn0003016	2	FBtr0114465,FBtr0301494,FBtr0301495_FBtr0301496	580
FBgn0000055	2	FBtr0100589,FBtr0100590,FBtr0100594_FBtr0100591,FBtr0100593	1500
FBgn0028855	2	FBtr0302946,FBtr0343706_FBtr0080656	180
FBgn0085194	2	FBtr0112356_FBtr0343707	171
FBgn0028537	2	FBtr0301739_FBtr0080691	242
FBgn0260954	2	FBtr0301740_FBtr0301741	242
FBgn0085195	4	FBtr0343708_FBtr0301737_FBtr0112357_FBtr0345461	NA
FBgn0032553	2	FBtr0304004_FBtr0304003	430
FBgn0032554	2	FBtr0080683,FBtr0305558_FBtr0343682	738
FBgn0259213	2	FBtr0299711_FBtr0345431	84
FBgn0260446	2	FBtr0304731_FBtr0304732	720
FBgn0004837	2	FBtr0346621_FBtr0080700	317
FBgn0000317	2	FBtr0343686_FBtr0080723,FBtr0080724,FBtr0343687	154
FBgn0010422	2	FBtr0080722_FBtr0332475	372
FBgn0262526	3	FBtr0304855_FBtr0304854_FBtr0332472	NA
FBgn0024183	2	FBtr0080719,FBtr0080720_FBtr0080721,FBtr0080718	1283
FBgn0028888	2	FBtr0305559_FBtr0343105	240
FBgn0259965	2	FBtr0346715_FBtr0300311	88
FBgn0028862	3	FBtr0336860_FBtr0080707_FBtr0336859	NA
FBgn0259982	2	FBtr0310430_FBtr0080708	345
FBgn0045842	3	FBtr0300932_FBtr0080711,FBtr0080712_FBtr0336862,FBtr0336863,FBtr0080709,FBtr0345066	NA
FBgn0261268	2	FBtr0302159,FBtr0302158,FBtr0302157_FBtr0302156	784
FBgn0086691	2	FBtr0080746_FBtr0332376	57
FBgn0011239	2	FBtr0080731_FBtr0332374	362
FBgn0002524	2	FBtr0343735_FBtr0080738	427
FBgn0028880	2	FBtr0300847_FBtr0305661	665
FBgn0028370	2	FBtr0080752_FBtr0300848	399
FBgn0028949	2	FBtr0080783_FBtr0343718	43
FBgn0028518	3	FBtr0080755_FBtr0343716_FBtr0343717	NA
FBgn0028863	2	FBtr0344779,FBtr0344774,FBtr0344776,FBtr0344780,FBtr0344773,FBtr0344775_FBtr0344777,FBtr0344778	2153
FBgn0010382	2	FBtr0080775,FBtr0305561,FBtr0080774_FBtr0080777,FBtr0080776,FBtr0080773	203
FBgn0001989	2	FBtr0080771_FBtr0343722	282
FBgn0028507	2	FBtr0080761_FBtr0305560	144
FBgn0001990	2	FBtr0080764_FBtr0331282	342
FBgn0262150	2	FBtr0304142_FBtr0342643	409
FBgn0028903	2	FBtr0080787_FBtr0331276	46
FBgn0261925	2	FBtr0303589_FBtr0344601	39
FBgn0051821	2	FBtr0080809_FBtr0346572	50
FBgn0028644	2	FBtr0080801_FBtr0343726,FBtr0343727	1296
FBgn0266459	2	FBtr0344489_FBtr0344488	131
FBgn0000182	2	FBtr0080803,FBtr0080805_FBtr0080804	131
FBgn0001991	2	FBtr0090004,FBtr0090005,FBtr0332020,FBtr0332021,FBtr0332022,FBtr0332023,FBtr0332024_FBtr0090003,FBtr0090006,FBtr0332025	461
FBgn0261999	2	FBtr0303797_FBtr0332356	932
FBgn0028515	2	FBtr0080824,FBtr0331442_FBtr0331443	78
FBgn0002673	2	FBtr0331444,FBtr0331446_FBtr0331445,FBtr0080855	463
FBgn0001994	2	FBtr0080854_FBtr0343814	865
FBgn0000339	2	FBtr0080848,FBtr0080849_FBtr0337082	304
FBgn0000250	3	FBtr0080846_FBtr0080847,FBtr0080844,FBtr0337081_FBtr0080845	NA
FBgn0040984	2	FBtr0080835_FBtr0337080	154
FBgn0000307	2	FBtr0321313,FBtr0080839_FBtr0080838	1170
FBgn0025678	2	FBtr0080837_FBtr0345544	58
FBgn0028841	2	FBtr0080859_FBtr0340233	63
FBgn0020414	3	FBtr0080862,FBtr0080864_FBtr0080863_FBtr0342945	NA
FBgn0032586	3	FBtr0080866_FBtr0080867,FBtr0333486,FBtr0333488_FBtr0333487	NA
FBgn0032587	2	FBtr0301144,FBtr0080873,FBtr0080874_FBtr0337091	1042
FBgn0259735	2	FBtr0300005,FBtr0300003,FBtr0300004_FBtr0335497	1206
FBgn0032588	2	FBtr0080872_FBtr0335499	142
FBgn0032593	2	FBtr0080945,FBtr0080946_FBtr0335144	1088
FBgn0001185	2	FBtr0080883_FBtr0335138	308
FBgn0027779	2	FBtr0080940,FBtr0080941,FBtr0080942_FBtr0335143	349
FBgn0032596	2	FBtr0080936_FBtr0335142	41
FBgn0261068	2	FBtr0308804_FBtr0080934,FBtr0343770	261
FBgn0032600	5	FBtr0080893_FBtr0343767_FBtr0113041_FBtr0308802_FBtr0308803,FBtr0329944,FBtr0329945	NA
FBgn0000406	2	FBtr0080932_FBtr0331931	92
FBgn0051739	2	FBtr0080919,FBtr0331623_FBtr0331622	388
FBgn0032614	3	FBtr0080927,FBtr0080926,FBtr0332333_FBtr0332334_FBtr0345747	NA
FBgn0052832	2	FBtr0080960_FBtr0340177	97
FBgn0032624	2	FBtr0080955_FBtr0346585	72
FBgn0265607	2	FBtr0303301_FBtr0340178	2601
FBgn0032629	2	FBtr0080971_FBtr0080972	2193
FBgn0032633	2	FBtr0339797_FBtr0080968,FBtr0080969	1231
FBgn0020503	4	FBtr0332452_FBtr0339796_FBtr0290262,FBtr0290263,FBtr0301442,FBtr0332455_FBtr0080975,FBtr0080976,FBtr0080977,FBtr0301440,FBtr0301441,FBtr0332451,FBtr0332453,FBtr0332454	NA
FBgn0011274	2	FBtr0301577_FBtr0081008,FBtr0081009,FBtr0301578	1659
FBgn0260632	2	FBtr0340250,FBtr0081007_FBtr0301383,FBtr0301384,FBtr0081005,FBtr0081006	1816
FBgn0000183	3	FBtr0305688_FBtr0081002,FBtr0330226_FBtr0330225	NA
FBgn0032642	2	FBtr0080983_FBtr0306162	181
FBgn0032643	2	FBtr0305684_FBtr0080998	210
FBgn0261089	2	FBtr0080987,FBtr0303254,FBtr0303255_FBtr0340251	747
FBgn0015609	2	FBtr0081013,FBtr0081014,FBtr0081017,FBtr0081018,FBtr0081019,FBtr0081020,FBtr0100314,FBtr0100316_FBtr0081016,FBtr0100313,FBtr0100315,FBtr0081015	2813
FBgn0032660	2	FBtr0302031_FBtr0302030	267
FBgn0000120	2	FBtr0081030,FBtr0340229_FBtr0307350	892
FBgn0002939	2	FBtr0302454_FBtr0081031	512
FBgn0261804	2	FBtr0303280_FBtr0343817	610
FBgn0267486	2	FBtr0081061_FBtr0343821	112
FBgn0261057	2	FBtr0301937_FBtr0345686	33
FBgn0000636	5	FBtr0112804_FBtr0301391_FBtr0112805_FBtr0340580_FBtr0081051,FBtr0081052,FBtr0344782	NA
FBgn0011559	2	FBtr0081054_FBtr0340581	78
FBgn0261597	3	FBtr0081089,FBtr0081090_FBtr0081091,FBtr0331455_FBtr0346591	NA
FBgn0032682	2	FBtr0300674_FBtr0332321	311
FBgn0032684	2	FBtr0081068_FBtr0305619	31
FBgn0032685	2	FBtr0081069_FBtr0343824	187
FBgn0085370	2	FBtr0112544,FBtr0303162,FBtr0112545,FBtr0343831_FBtr0343830,FBtr0303163	703
FBgn0051789	3	FBtr0343827_FBtr0081071_FBtr0343828	NA
FBgn0263078	2	FBtr0306920_FBtr0343810	43
FBgn0005617	2	FBtr0343118_FBtr0081130	1264
FBgn0025608	2	FBtr0081126_FBtr0343115	390
FBgn0032706	2	FBtr0343113_FBtr0081125,FBtr0343114	1605
FBgn0032707	2	FBtr0301647_FBtr0343112	162
FBgn0040992	2	FBtr0081122,FBtr0343834_FBtr0345442	1342
FBgn0260228	2	FBtr0300635,FBtr0343835_FBtr0345441	1342
FBgn0040993	2	FBtr0299685,FBtr0345443_FBtr0081102	122
FBgn0259201	2	FBtr0299686,FBtr0345444_FBtr0299687	122
FBgn0032713	2	FBtr0081104,FBtr0308574,FBtr0343833_FBtr0308575	163
FBgn0003896	2	FBtr0342921_FBtr0081111,FBtr0081112	981
FBgn0032723	2	FBtr0081193_FBtr0342929	178
FBgn0032725	2	FBtr0081192_FBtr0342928	141
FBgn0015772	4	FBtr0081189_FBtr0340326_FBtr0081187_FBtr0340325	NA
FBgn0032730	2	FBtr0340317_FBtr0081134	685
FBgn0032731	2	FBtr0081185_FBtr0340322	232
FBgn0046302	2	FBtr0081183_FBtr0340320	257
FBgn0051792	2	FBtr0321311_FBtr0321312	153
FBgn0086710	3	FBtr0081181_FBtr0302491_FBtr0340319	NA
FBgn0086442	2	FBtr0336840_FBtr0081142,FBtr0336841	68
FBgn0263198	3	FBtr0081144_FBtr0081145_FBtr0336842	NA
FBgn0032748	2	FBtr0113043_FBtr0081148	411
FBgn0032752	2	FBtr0081174,FBtr0081175,FBtr0081176_FBtr0303241	440
FBgn0002031	2	FBtr0081165,FBtr0081164_FBtr0346428	695
FBgn0086443	2	FBtr0081162_FBtr0332578	393
FBgn0010300	3	FBtr0081158_FBtr0081159,FBtr0344846_FBtr0081160,FBtr0336627	NA
FBgn0265263	2	FBtr0302890_FBtr0332576	226
FBgn0010097	2	FBtr0081228_FBtr0332572	107
FBgn0032770	2	FBtr0081197,FBtr0336818_FBtr0336817	73
FBgn0032773	3	FBtr0301287,FBtr0336819_FBtr0081223_FBtr0081222	NA
FBgn0051798	2	FBtr0334163_FBtr0081200	270
FBgn0041789	3	FBtr0081214_FBtr0306598,FBtr0334166,FBtr0081213,FBtr0081212,FBtr0081211,FBtr0100449,FBtr0081210_FBtr0334167	NA
FBgn0016675	2	FBtr0302360_FBtr0081201	57
FBgn0003732	2	FBtr0081287_FBtr0332320	53
FBgn0032787	2	FBtr0302930_FBtr0332318	645
FBgn0002044	2	FBtr0081244,FBtr0331326_FBtr0081245,FBtr0331325	143
FBgn0032797	3	FBtr0299519_FBtr0081281_FBtr0302108,FBtr0081280,FBtr0302107	NA
FBgn0032801	2	FBtr0344843,FBtr0081277,FBtr0081278,FBtr0303780_FBtr0303779	371
FBgn0032804	2	FBtr0081252_FBtr0343772	114
FBgn0003231	2	FBtr0081253_FBtr0100289	90
FBgn0000464	2	FBtr0081260,FBtr0305950,FBtr0331239,FBtr0331240,FBtr0331241_FBtr0112800,FBtr0331242	508
FBgn0032816	2	FBtr0343854_FBtr0081289	132
FBgn0000529	2	FBtr0343855_FBtr0089320	509
FBgn0032821	3	FBtr0300966,FBtr0300967_FBtr0081318_FBtr0332179	NA
FBgn0004811	3	FBtr0332246_FBtr0081317_FBtr0081316	NA
FBgn0032824	2	FBtr0081314_FBtr0332245	118
FBgn0032833	2	FBtr0081300,FBtr0332243_FBtr0081301,FBtr0332242	61
FBgn0032835	2	FBtr0346480_FBtr0081302	65
FBgn0032836	2	FBtr0081303_FBtr0332182	209
FBgn0264443	2	FBtr0332564,FBtr0332565,FBtr0332566_FBtr0345432	800
FBgn0263773	3	FBtr0310558_FBtr0310559_FBtr0310561,FBtr0310560	NA
FBgn0032849	2	FBtr0081339_FBtr0081338	102
FBgn0032850	2	FBtr0303230,FBtr0331616_FBtr0081336,FBtr0331617	526
FBgn0032853	2	FBtr0081378_FBtr0345683	50
FBgn0040996	3	FBtr0081351_FBtr0339232_FBtr0346419	NA
FBgn0003475	3	FBtr0307894,FBtr0339233_FBtr0081354,FBtr0307893_FBtr0081352,FBtr0081353,FBtr0081355,FBtr0301884,FBtr0306556,FBtr0339234	NA
FBgn0015803	4	FBtr0336749_FBtr0302106_FBtr0336748_FBtr0081356,FBtr0081357,FBtr0112885,FBtr0336747	NA
FBgn0032857	2	FBtr0081370_FBtr0081369,FBtr0336750	764
FBgn0263355	3	FBtr0273378,FBtr0330203,FBtr0330204_FBtr0308895_FBtr0330661	NA
FBgn0051683	2	FBtr0330662_FBtr0081365	208
FBgn0051687	2	FBtr0302224_FBtr0332968	3043
FBgn0042175	2	FBtr0081364_FBtr0332971	212
FBgn0032863	2	FBtr0332969_FBtr0081362	86
FBgn0054007	2	FBtr0100062_FBtr0339235	202
FBgn0261058	2	FBtr0301938_FBtr0336822	594
FBgn0032879	2	FBtr0335150_FBtr0081395	229
FBgn0032880	2	FBtr0081393_FBtr0335149	229
FBgn0262743	2	FBtr0081392,FBtr0305584_FBtr0305585,FBtr0305586,FBtr0305587	11177
FBgn0011202	4	FBtr0305960_FBtr0305961_FBtr0081410,FBtr0081411_FBtr0335145	NA
FBgn0250785	2	FBtr0089947,FBtr0335146_FBtr0089946,FBtr0335501,FBtr0089945	170
FBgn0032886	2	FBtr0081415_FBtr0081416	301
FBgn0051673	2	FBtr0081422_FBtr0339562	98
FBgn0032899	2	FBtr0081428_FBtr0333009	398
FBgn0032900	2	FBtr0307163,FBtr0333010_FBtr0081430	93
FBgn0032901	2	FBtr0081445_FBtr0301961,FBtr0081444,FBtr0081442,FBtr0081443,FBtr0330256,FBtr0081440,FBtr0081441,FBtr0081446,FBtr0081447,FBtr0330255,FBtr0330257	1660
FBgn0032906	2	FBtr0333011_FBtr0081438	58
FBgn0010395	2	FBtr0346711_FBtr0081461	264
FBgn0040297	4	FBtr0299909,FBtr0299911_FBtr0306015,FBtr0334172_FBtr0081466,FBtr0081467,FBtr0299908,FBtr0299910,FBtr0334171,FBtr0334173_FBtr0299912,FBtr0306016	NA
FBgn0023388	3	FBtr0081503,FBtr0081504,FBtr0301276_FBtr0333086,FBtr0333087_FBtr0306017	NA
FBgn0032923	2	FBtr0081470,FBtr0081471_FBtr0343870	120
FBgn0010100	3	FBtr0081473_FBtr0300425_FBtr0346587,FBtr0343871	NA
FBgn0000239	2	FBtr0301342_FBtr0343875	201
FBgn0051624	3	FBtr0081491_FBtr0301928_FBtr0343874	NA
FBgn0051988	2	FBtr0081490_FBtr0343873	42
FBgn0032935	2	FBtr0081487_FBtr0331678	371
FBgn0026577	2	FBtr0331677_FBtr0346586	367
FBgn0261239	3	FBtr0081478_FBtr0081480_FBtr0081479,FBtr0081481	NA
FBgn0021856	2	FBtr0081482_FBtr0330677	124
FBgn0032938	3	FBtr0081483,FBtr0081484,FBtr0114602,FBtr0330680_FBtr0330678,FBtr0330679_FBtr0346464	NA
FBgn0023091	2	FBtr0081514_FBtr0333354	1613
FBgn0032946	2	FBtr0081518,FBtr0081519_FBtr0081520,FBtr0333355	2972
FBgn0016919	2	FBtr0301173_FBtr0340651	28
FBgn0032955	3	FBtr0100511_FBtr0085922,FBtr0085923,FBtr0085921,FBtr0345685_FBtr0305503	NA
FBgn0022893	2	FBtr0085919,FBtr0085920_FBtr0100293	551
FBgn0023416	2	FBtr0100324_FBtr0085897	8344
FBgn0032956	2	FBtr0085900_FBtr0085899	488
FBgn0000559	2	FBtr0085911,FBtr0085912_FBtr0332966	237
FBgn0051619	2	FBtr0085902_FBtr0085901,FBtr0110959,FBtr0301000,FBtr0307497,FBtr0339131,FBtr0339132	8781
FBgn0086779	3	FBtr0085910_FBtr0301616,FBtr0301617_FBtr0332471	NA
FBgn0032961	2	FBtr0085904,FBtr0085905_FBtr0085903	85
FBgn0084001	2	FBtr0332199_FBtr0332200	399
FBgn0032974	3	FBtr0331656_FBtr0331655_FBtr0331657	NA
FBgn0261802	4	FBtr0303271,FBtr0303272,FBtr0303273,FBtr0333742,FBtr0333745_FBtr0303274_FBtr0303275,FBtr0303276,FBtr0333743_FBtr0303277,FBtr0333744	NA
FBgn0032979	2	FBtr0085964_FBtr0100407	246
FBgn0032986	3	FBtr0334169_FBtr0299875_FBtr0334168	NA
FBgn0032987	2	FBtr0085961,FBtr0345541_FBtr0331295	35
FBgn0064225	3	FBtr0111129,FBtr0111132_FBtr0332633_FBtr0344793	NA
FBgn0040009	4	FBtr0302386,FBtr0344794_FBtr0111259_FBtr0332629_FBtr0111258,FBtr0111256	NA
FBgn0040010	3	FBtr0332631_FBtr0332630_FBtr0332632	NA
FBgn0041004	4	FBtr0111244,FBtr0111245,FBtr0111246,FBtr0111248,FBtr0306550_FBtr0111249_FBtr0111247_FBtr0306549	NA
FBgn0002566	4	FBtr0111123_FBtr0111125_FBtr0333519_FBtr0344082	NA
FBgn0000384	2	FBtr0111126_FBtr0334157	608
FBgn0069969	2	FBtr0308894,FBtr0302340,FBtr0344186,FBtr0344187_FBtr0308892	1461
FBgn0003256	4	FBtr0113701_FBtr0113700,FBtr0113702,FBtr0113703_FBtr0329919_FBtr0329920,FBtr0345337	NA
FBgn0058191	3	FBtr0113827_FBtr0113824,FBtr0113826,FBtr0334735_FBtr0113825	NA
FBgn0267398	2	FBtr0290310_FBtr0344755	749
FBgn0058196	3	FBtr0113829,FBtr0301121_FBtr0344972,FBtr0113831_FBtr0113830	NA
FBgn0039993	2	FBtr0302410_FBtr0113761,FBtr0302409	5353
FBgn0087011	2	FBtr0302581_FBtr0114111,FBtr0114112,FBtr0302582	47542
